frame,time_sec,vo_x,vo_y,vo_theta_deg,speed_kmh,steering_deg,action,alert_level,min_obs_dist,features
487,16.25,-2.46,25.43,-11.52,6,-5.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,76
488,16.28,-2.48,25.52,-11.5,7,-7.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,74
489,16.32,-2.48,25.55,-11.5,6,-8.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,73
490,16.35,-2.49,25.59,-11.48,6,-9.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,73
491,16.38,-2.5,25.65,-11.73,6,-10.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,69
492,16.42,-2.51,25.69,-11.7,5,-11.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,68
493,16.45,-2.52,25.74,-11.79,5,-12.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,67
494,16.48,-2.53,25.77,-11.62,5,-12.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,67
495,16.52,-2.54,25.81,-11.6,5,-9.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,66
496,16.55,-2.54,25.84,-11.6,4,-7.5,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,63
497,16.58,-2.55,25.86,-11.58,4,-5.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,61
498,16.62,-2.55,25.88,-11.51,3,-4.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,60
499,16.65,-2.55,25.88,-11.47,2,-3.3,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,59
500,16.68,-2.56,25.93,-11.46,3,-2.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,57
501,16.72,-2.57,25.98,-11.43,4,-1.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,56
502,16.75,-2.59,26.07,-11.28,6,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,55
503,16.78,-2.6,26.12,-11.25,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
504,16.82,-2.61,26.18,-11.23,6,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,53
505,16.85,-2.61,26.2,-11.22,5,-3.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,51
506,16.88,-2.64,26.31,-11.23,7,-5.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,50
507,16.92,-2.65,26.35,-11.24,6,-7.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,48
508,16.95,-2.65,26.36,-11.32,5,-9.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,48
509,16.98,-2.66,26.42,-11.41,5,-10.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,44
510,17.02,-2.67,26.49,-11.39,6,-11.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,42
511,17.05,-2.67,26.49,-11.4,3,-11.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,42
512,17.08,-2.67,26.49,-11.38,2,-12.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
513,17.12,-2.68,26.5,-11.37,2,-12.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
514,17.15,-2.68,26.52,-11.34,2,-12.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
515,17.18,-2.68,26.52,-12.07,1,-13.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
516,17.22,-2.68,26.54,-12.09,2,-13.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
517,17.25,-2.71,26.66,-12.09,5,-13.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
518,17.28,-2.71,26.66,-12.07,3,-13.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
519,17.32,-2.71,26.66,-12.06,2,-13.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
520,17.35,-2.72,26.7,-12.04,3,-13.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
521,17.38,-2.72,26.7,-12.03,2,-13.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
522,17.42,-2.72,26.72,-12.04,2,-13.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
523,17.45,-2.72,26.72,-12.06,1,-13.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,40
524,17.48,-2.73,26.74,-12.1,1,-13.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,40
525,17.52,-2.74,26.78,-11.71,2,-13.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,40
526,17.55,-2.74,26.82,-11.74,3,-13.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,40
527,17.58,-2.75,26.84,-11.74,3,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,38
528,17.62,-2.75,26.88,-12.02,3,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,157
529,17.65,-2.76,26.91,-12.0,3,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,155
530,17.68,-2.77,26.95,-12.09,4,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,147
531,17.72,-2.78,27.01,-11.87,4,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,141
532,17.75,-2.79,27.06,-12.14,5,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,132
533,17.78,-2.8,27.08,-12.15,4,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,120
534,17.82,-2.81,27.12,-12.03,4,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,117
535,17.85,-2.81,27.15,-12.58,4,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,106
536,17.88,-2.82,27.18,-12.49,4,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,103
537,17.92,-2.83,27.21,-12.49,4,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,100
538,17.95,-2.83,27.24,-13.01,4,-14.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,100
539,17.98,-2.84,27.26,-13.01,3,-10.9,SLOW DOWN,CAUTION,7.7,94
540,18.02,-2.85,27.29,-13.01,3,-8.5,SLOW DOWN,CAUTION,7.7,94
541,18.05,-2.86,27.34,-12.86,4,-6.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,93
542,18.08,-2.86,27.36,-12.72,3,-5.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,93
543,18.12,-2.87,27.39,-12.71,3,-3.8,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,90
544,18.15,-2.88,27.43,-13.8,4,-2.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,86
545,18.18,-2.88,27.46,-13.55,4,-2.3,SLOW DOWN,CAUTION,7.8,86
546,18.22,-2.89,27.49,-13.57,4,-4.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,85
547,18.25,-2.9,27.51,-13.54,3,-6.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,82
548,18.28,-2.9,27.53,-13.58,3,-2.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,81
549,18.32,-2.91,27.55,-13.54,3,-4.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,78
550,18.35,-2.91,27.57,-13.53,3,-6.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,75
551,18.39,-2.91,27.58,-13.53,2,-8.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,69
552,18.42,-2.92,27.61,-13.53,3,-9.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.1,63
553,18.45,-2.92,27.61,-13.53,2,-7.5,SLOW DOWN,CAUTION,7.7,56
554,18.49,-2.92,27.61,-13.53,1,-5.9,SLOW DOWN,CAUTION,7.7,52
555,18.52,-2.92,27.62,-13.56,1,-4.6,SLOW DOWN,CAUTION,7.7,46
556,18.55,-2.93,27.63,-13.57,1,-3.6,SLOW DOWN,CAUTION,7.7,46
557,18.59,-2.93,27.63,-13.56,1,-2.8,SLOW DOWN,CAUTION,7.7,45
558,18.62,-2.93,27.63,-13.59,0,-2.2,SLOW DOWN,CAUTION,7.7,45
559,18.65,-2.93,27.63,-13.59,0,-1.7,SLOW DOWN,CAUTION,7.7,45
560,18.69,-2.93,27.64,-13.58,0,-1.3,SLOW DOWN,CAUTION,7.8,45
561,18.72,-2.93,27.64,-13.56,0,-1.0,SLOW DOWN,CAUTION,7.8,43
562,18.75,-2.93,27.64,-11.39,0,-0.8,SLOW DOWN,CAUTION,7.8,43
563,18.79,-2.93,27.64,-11.38,0,-0.6,SLOW DOWN,CAUTION,8.1,43
564,18.82,-2.93,27.64,-11.38,0,-2.3,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.2,43
565,18.85,-2.93,27.64,-11.37,0,-3.6,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.2,43
566,18.89,-2.93,27.65,-14.22,0,-4.7,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.1,43
567,18.92,-2.93,27.65,-14.21,0,-5.5,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.0,42
568,18.95,-2.93,27.65,-14.23,0,-6.1,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.0,41
569,18.99,-2.93,27.66,-14.21,0,-2.9,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.0,41
570,19.02,-2.93,27.66,-14.2,0,-0.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.1,40
571,19.05,-2.93,27.66,-13.44,0,-2.2,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.1,40
572,19.09,-2.93,27.66,-13.4,0,-3.6,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.0,39
573,19.12,-2.94,27.7,-13.4,1,-0.9,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.0,156
574,19.15,-2.96,27.77,-13.39,3,-2.6,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.0,144
575,19.19,-2.97,27.81,-13.25,4,-3.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.9,134
576,19.22,-2.98,27.85,-13.03,3,-4.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.9,128
577,19.25,-2.99,27.89,-13.03,4,-5.8,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.0,115
578,19.29,-2.99,27.91,-13.34,4,-6.5,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.0,109
579,19.32,-3.0,27.94,-13.36,4,-7.1,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.0,104
580,19.35,-3.01,27.98,-14.96,4,-5.5,SLOW DOWN,CAUTION,7.6,102
581,19.39,-3.01,28.0,-14.86,3,-4.3,SLOW DOWN,CAUTION,7.6,93
582,19.42,-3.02,28.03,-14.82,3,-3.3,SLOW DOWN,CAUTION,7.6,88
583,19.45,-3.02,28.04,-14.8,3,-2.6,SLOW DOWN,CAUTION,8.0,82
584,19.49,-3.03,28.07,-14.82,3,-2.0,SLOW DOWN,CAUTION,8.0,77
585,19.52,-3.04,28.09,-14.88,3,-1.6,SLOW DOWN,CAUTION,8.0,75
586,19.55,-3.04,28.11,-15.01,2,-1.2,SLOW DOWN,CAUTION,8.0,72
587,19.59,-3.05,28.12,-15.01,2,-1.0,SLOW DOWN,CAUTION,8.0,70
588,19.62,-3.06,28.16,-15.0,3,-0.8,SLOW DOWN,CAUTION,8.0,68
589,19.65,-3.07,28.2,-15.02,3,-0.6,SLOW DOWN,CAUTION,7.9,64
590,19.69,-3.07,28.21,-15.03,3,-3.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.7,64
591,19.72,-3.08,28.24,-14.85,3,-5.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.7,62
592,19.75,-3.08,28.25,-14.86,2,-7.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.7,55
593,19.79,-3.08,28.25,-14.7,1,-6.0,SLOW DOWN,CAUTION,7.9,55
594,19.82,-3.08,28.25,-14.69,1,-6.5,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.0,55
595,19.85,-3.08,28.26,-15.49,1,-8.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,55
596,19.89,-3.09,28.28,-15.48,1,-9.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,55
597,19.92,-3.09,28.29,-15.46,1,-10.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,53
598,19.95,-3.1,28.31,-15.45,2,-11.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,53
599,19.99,-3.11,28.34,-15.41,2,-11.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,52
600,20.02,-3.11,28.37,-15.46,2,-12.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,52
601,20.05,-3.12,28.4,-15.46,3,-12.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,51
602,20.09,-3.13,28.41,-15.47,2,-13.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,51
603,20.12,-3.13,28.43,-15.46,2,-13.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,50
604,20.15,-3.13,28.44,-15.46,2,-13.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,50
605,20.19,-3.14,28.45,-15.42,2,-13.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,49
606,20.22,-3.14,28.45,-15.43,1,-13.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,48
607,20.25,-3.14,28.47,-15.53,1,-7.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,48
608,20.29,-3.14,28.48,-15.52,1,-4.0,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.6,48
609,20.32,-3.15,28.49,-15.56,1,-3.1,SLOW DOWN,CAUTION,7.6,48
610,20.35,-3.15,28.5,-15.58,1,-5.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.8,48
611,20.39,-3.15,28.51,-15.65,1,-7.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.7,48
612,20.42,-3.16,28.54,-15.63,2,-2.7,STEER LEFT (HAZARD AHEAD),CRITICAL,4.7,48
613,20.45,-3.16,28.54,-15.69,1,1.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.7,47
614,20.49,-3.16,28.55,-15.69,1,-2.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,47
615,20.52,-3.17,28.57,-15.7,1,1.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,45
616,20.55,-3.17,28.58,-15.73,1,-2.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,45
617,20.59,-3.17,28.59,-15.71,1,1.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,45
618,20.62,-3.18,28.6,-15.73,1,-1.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,45
619,20.65,-3.19,28.63,-15.72,2,1.6,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,42
620,20.69,-3.2,28.68,-15.72,3,-1.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
621,20.72,-3.21,28.73,-16.72,4,-4.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,39
622,20.75,-3.22,28.76,-16.64,4,-6.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,155
623,20.79,-3.23,28.78,-16.51,3,-8.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,139
624,20.82,-3.26,28.88,-16.49,5,-9.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,132
625,20.85,-3.26,28.9,-16.08,4,-4.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,120
626,20.89,-3.3,29.01,-16.06,7,-0.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,112
627,20.92,-3.35,29.2,-16.03,11,-3.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,105
628,20.95,-3.38,29.29,-16.01,11,-5.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,104
629,20.99,-3.39,29.32,-15.98,9,-7.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,103
630,21.02,-3.39,29.35,-15.95,7,-8.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,96
631,21.05,-3.4,29.39,-15.95,6,-3.9,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,95
632,21.09,-3.41,29.41,-15.93,5,0.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,92
633,21.12,-3.42,29.44,-15.91,5,3.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,83
634,21.15,-3.43,29.46,-15.85,4,5.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,78
635,21.19,-3.43,29.49,-17.71,4,1.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,76
636,21.22,-3.44,29.5,-17.68,3,4.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,74
637,21.25,-3.45,29.52,-20.85,3,0.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,73
638,21.29,-3.45,29.54,-20.6,3,3.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,73
639,21.32,-3.45,29.54,-20.4,2,5.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,69
640,21.35,-3.46,29.55,-20.39,2,7.4,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,66
641,21.39,-3.46,29.56,-20.22,2,2.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,62
642,21.42,-3.47,29.59,-20.18,2,-1.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,57
643,21.45,-3.48,29.62,-20.15,2,-3.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,55
644,21.49,-3.49,29.64,-20.13,2,0.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,55
645,21.52,-3.5,29.67,-20.16,3,3.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,55
646,21.55,-3.51,29.7,-20.14,3,5.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,55
647,21.59,-3.52,29.72,-20.04,3,7.4,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,54
648,21.62,-3.53,29.74,-20.02,3,8.8,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,53
649,21.65,-3.53,29.76,-19.97,3,10.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,53
650,21.69,-3.55,29.8,-19.96,3,10.9,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,53
651,21.72,-3.55,29.82,-19.95,3,5.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,53
652,21.76,-3.56,29.85,-19.78,3,1.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,51
653,21.79,-3.57,29.86,-19.79,3,-2.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,49
654,21.82,-3.57,29.86,-19.79,2,-4.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,45
655,21.86,-3.57,29.86,-19.8,1,-6.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,44
656,21.89,-3.57,29.86,-19.77,1,-8.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,43
657,21.92,-3.57,29.86,-19.75,0,-4.6,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,43
658,21.96,-3.57,29.86,-19.75,0,-1.7,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,43
659,21.99,-3.57,29.86,-19.75,0,-4.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,41
660,22.02,-3.57,29.86,-19.75,0,-6.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,39
661,22.06,-3.58,29.88,-19.55,1,-2.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,160
662,22.09,-3.58,29.9,-19.55,1,-4.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,140
663,22.12,-3.6,29.95,-19.51,2,-6.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,122
664,22.16,-3.6,29.95,-19.77,1,-2.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,119
665,22.19,-3.61,29.97,-19.96,2,-4.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,113
666,22.22,-3.62,29.99,-19.94,2,-1.8,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,107
667,22.26,-3.62,30.01,-19.95,2,0.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,104
668,22.29,-3.63,30.03,-19.98,2,2.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,99
669,22.32,-3.64,30.07,-19.99,3,3.8,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,95
670,22.36,-3.66,30.1,-19.96,3,4.9,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,91
671,22.39,-3.66,30.12,-19.96,3,5.7,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,83
672,22.42,-3.67,30.14,-19.95,3,6.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.3,79
673,22.46,-3.68,30.17,-20.21,3,5.0,SLOW DOWN,CAUTION,7.3,76
674,22.49,-3.69,30.19,-20.2,3,5.8,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.3,72
675,22.52,-3.69,30.19,-20.19,2,6.1,STEER LEFT (CLEAR CORRIDOR),CAUTION,10.2,66
676,22.56,-3.69,30.19,-21.52,1,4.8,SLOW DOWN,CAUTION,9.9,59
677,22.59,-3.7,30.22,-21.5,2,2.1,STEER RIGHT (CLEAR CORRIDOR),CAUTION,9.8,54
678,22.62,-3.71,30.24,-21.49,2,3.3,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.8,54
679,22.66,-3.71,30.24,-21.5,1,0.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,9.8,53
680,22.69,-3.71,30.25,-21.49,1,2.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.7,53
681,22.72,-3.73,30.29,-21.49,2,3.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.6,53
682,22.76,-3.73,30.31,-21.33,2,-0.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,51
683,22.79,-3.73,30.31,-21.32,1,-3.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,50
684,22.82,-3.74,30.33,-21.32,2,-5.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,49
685,22.86,-3.75,30.36,-21.33,2,-1.4,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,49
686,22.89,-3.75,30.36,-21.35,1,2.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,48
687,22.92,-3.75,30.36,-21.36,1,-1.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,48
688,22.96,-3.76,30.37,-25.43,1,-4.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,47
689,22.99,-3.77,30.39,-25.43,1,-6.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,45
690,23.02,-3.77,30.39,-25.42,1,-3.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.7,45
691,23.06,-3.78,30.41,-25.44,1,-2.6,SLOW DOWN,CAUTION,9.7,45
692,23.09,-3.79,30.43,-25.43,2,1.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.0,45
693,23.12,-3.8,30.45,-25.43,2,-2.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,42
694,23.16,-3.8,30.45,-25.42,1,-4.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.0,42
695,23.19,-3.81,30.47,-23.49,1,-2.1,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.0,41
696,23.22,-3.82,30.49,-23.52,2,-1.6,SLOW DOWN,CAUTION,9.0,41
697,23.26,-3.82,30.49,-23.52,1,0.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.0,40
698,23.29,-3.82,30.49,-18.94,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,36
699,23.32,-3.83,30.52,-18.89,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,132
700,23.36,-3.84,30.55,-18.86,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,129
701,23.39,-3.84,30.57,-18.93,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,128
702,23.42,-3.85,30.6,-18.88,2,-2.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.3,124
703,23.46,-3.86,30.63,-20.2,3,0.8,STEER LEFT (HAZARD AHEAD),CRITICAL,5.3,119
704,23.49,-3.88,30.67,-21.49,3,3.7,STEER LEFT (HAZARD AHEAD),CRITICAL,5.0,118
705,23.52,-3.9,30.72,-21.46,4,6.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.8,116
706,23.56,-3.91,30.76,-21.1,4,1.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.8,112
707,23.59,-3.93,30.79,-21.19,4,-1.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.8,111
708,23.62,-3.94,30.83,-21.21,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,108
709,23.66,-3.95,30.86,-22.05,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,106
710,23.69,-3.96,30.89,-22.12,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,105
711,23.72,-3.98,30.93,-21.94,4,-0.6,SLOW DOWN,CAUTION,7.1,104
712,23.76,-4.0,30.97,-21.39,4,-0.5,SLOW DOWN,CAUTION,7.1,100
713,23.79,-4.01,30.99,-21.47,4,-0.4,SLOW DOWN,CAUTION,7.1,99
714,23.82,-4.02,31.03,-21.44,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,96
715,23.86,-4.03,31.06,-21.43,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,93
716,23.89,-4.04,31.09,-21.04,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,91
717,23.92,-4.05,31.11,-21.1,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,88
718,23.96,-4.06,31.14,-21.12,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,88
719,23.99,-4.07,31.16,-21.16,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,87
720,24.02,-4.08,31.18,-21.17,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,87
721,24.06,-4.09,31.2,-21.22,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,85
722,24.09,-4.1,31.24,-21.23,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,84
723,24.12,-4.12,31.27,-21.35,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,84
724,24.16,-4.12,31.29,-21.5,3,-1.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,6.9,83
725,24.19,-4.14,31.33,-21.55,4,-3.5,STEER RIGHT (CLEAR CORRIDOR),CAUTION,6.9,82
726,24.22,-4.15,31.36,-23.32,4,-4.7,STEER RIGHT (CLEAR CORRIDOR),CAUTION,6.9,80
