frame,time_sec,vo_x,vo_y,vo_theta_deg,speed_kmh,steering_deg,action,alert_level,min_obs_dist,features
967,32.27,-8.24,39.34,3.65,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,149
968,32.3,-8.24,39.39,3.63,4,0.1,SLOW DOWN,CAUTION,99.0,143
969,32.33,-8.24,39.43,3.67,4,0.0,SLOW DOWN,CAUTION,99.0,140
970,32.37,-8.23,39.48,3.71,4,-3.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.1,140
971,32.4,-8.23,39.51,3.68,4,-5.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.9,135
972,32.43,-8.23,39.56,3.69,4,-7.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.9,133
973,32.47,-8.23,39.6,3.65,4,-8.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.7,132
974,32.5,-8.22,39.65,3.6,5,-3.8,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,129
975,32.53,-8.22,39.7,3.55,5,-6.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,6.4,126
976,32.57,-8.22,39.73,3.51,4,-7.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,6.4,124
977,32.6,-8.22,39.83,-1.08,6,-6.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,121
978,32.63,-8.22,39.87,-1.12,6,-4.7,SLOW DOWN,CAUTION,7.2,34
979,32.67,-8.22,39.97,-1.1,7,-3.7,SLOW DOWN,CAUTION,7.2,155
980,32.7,-8.22,40.07,-1.38,8,-2.9,SLOW DOWN,CAUTION,7.2,140
981,32.73,-8.22,40.12,-1.36,7,-2.2,SLOW DOWN,CAUTION,7.2,134
982,32.77,-8.22,40.21,-1.44,8,-1.7,SLOW DOWN,CAUTION,7.2,124
983,32.8,-8.23,40.27,-1.5,8,-2.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,10.2,119
984,32.83,-8.23,40.31,-1.46,7,-3.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,10.2,109
985,32.87,-8.23,40.36,-1.46,6,-4.6,STEER RIGHT (CLEAR CORRIDOR),CAUTION,9.9,108
986,32.9,-8.23,40.47,-1.61,8,-5.2,STEER RIGHT (CLEAR CORRIDOR),CAUTION,10.1,103
987,32.93,-8.23,40.53,-1.62,7,-2.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,10.4,98
988,32.97,-8.23,40.57,-1.56,6,-3.5,STEER RIGHT (CLEAR CORRIDOR),CAUTION,10.4,94
989,33.0,-8.23,40.58,-1.47,5,-4.3,STEER RIGHT (CLEAR CORRIDOR),CAUTION,10.2,89
990,33.03,-8.24,40.63,-1.49,5,-3.4,SLOW DOWN,CAUTION,7.4,88
991,33.07,-8.24,40.67,-1.51,5,-2.6,SLOW DOWN,CAUTION,7.4,88
992,33.1,-8.24,40.71,-1.51,5,-2.0,SLOW DOWN,CAUTION,7.3,85
993,33.13,-8.24,40.74,-1.36,5,-1.6,SLOW DOWN,CAUTION,7.3,83
994,33.17,-8.24,40.83,-1.7,6,-1.2,SLOW DOWN,CAUTION,7.4,81
995,33.2,-8.24,40.86,-1.76,5,-1.0,SLOW DOWN,CAUTION,7.3,78
996,33.23,-8.24,40.9,-1.77,5,-0.8,SLOW DOWN,CAUTION,7.3,77
997,33.27,-8.24,40.94,-1.76,5,-0.6,SLOW DOWN,CAUTION,7.3,73
998,33.3,-8.24,40.97,-1.81,4,-0.5,SLOW DOWN,CAUTION,7.2,72
999,33.33,-8.25,40.99,-2.55,4,-0.4,SLOW DOWN,CAUTION,7.2,70
1000,33.37,-8.25,41.01,-4.53,3,-0.3,SLOW DOWN,CAUTION,7.2,69
1001,33.4,-8.25,41.03,-4.56,3,-0.2,SLOW DOWN,CAUTION,7.2,67
1002,33.43,-8.25,41.06,-4.57,3,-0.2,SLOW DOWN,CAUTION,7.2,67
1003,33.47,-8.25,41.09,-4.58,3,-1.8,STEER RIGHT (CLEAR CORRIDOR),CAUTION,9.4,67
1004,33.5,-8.25,41.11,-4.55,3,-1.4,SLOW DOWN,CAUTION,9.4,65
1005,33.53,-8.26,41.13,-4.53,3,-1.1,SLOW DOWN,CAUTION,9.4,64
1006,33.57,-8.26,41.16,-6.91,3,0.8,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.4,63
1007,33.6,-8.26,41.18,-6.95,3,2.3,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.4,63
1008,33.63,-8.27,41.21,-7.02,3,3.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,9.4,63
1009,33.67,-8.27,41.25,-6.88,3,0.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.4,61
1010,33.7,-8.28,41.3,-6.98,4,-1.1,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.4,61
1011,33.73,-8.28,41.33,-7.23,4,-2.7,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.4,61
1012,33.77,-8.29,41.38,-8.31,4,-2.1,SLOW DOWN,CAUTION,9.4,59
1013,33.8,-8.29,41.43,-8.66,5,-1.6,SLOW DOWN,CAUTION,10.5,59
1014,33.83,-8.3,41.48,-8.66,5,-1.3,SLOW DOWN,CAUTION,10.5,58
1015,33.87,-8.31,41.54,-8.64,5,-2.7,STEER RIGHT (CLEAR CORRIDOR),CAUTION,9.2,58
1016,33.9,-8.32,41.59,-8.66,5,-3.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.4,58
1017,33.93,-8.32,41.62,-8.62,5,-4.9,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.8,58
1018,33.97,-8.33,41.65,-8.57,4,-5.8,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.5,58
1019,34.0,-8.33,41.68,-8.59,4,-6.4,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.2,58
1020,34.03,-8.34,41.72,-8.52,4,-1.9,STEER LEFT (HAZARD AHEAD),CRITICAL,5.0,58
1021,34.07,-8.35,41.76,-8.57,4,1.6,STEER LEFT (HAZARD AHEAD),CRITICAL,5.0,57
1022,34.1,-8.35,41.79,-8.57,4,4.3,STEER LEFT (HAZARD AHEAD),CRITICAL,5.0,53
1023,34.13,-8.36,41.85,-8.57,5,1.3,STEER RIGHT (CLEAR CORRIDOR),CAUTION,6.8,53
1024,34.17,-8.36,41.89,-8.57,5,1.1,SLOW DOWN,CAUTION,7.9,53
1025,34.2,-8.37,41.95,-11.88,5,-1.1,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.3,52
1026,34.23,-8.39,42.01,-11.8,6,-0.9,SLOW DOWN,CAUTION,6.9,51
1027,34.27,-8.41,42.1,-11.8,7,-2.7,STEER RIGHT (CLEAR CORRIDOR),CAUTION,6.6,51
1028,34.3,-8.42,42.18,-11.76,7,-5.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,6.5,51
1029,34.33,-8.44,42.26,-14.91,8,-1.0,STEER LEFT (HAZARD AHEAD),CRITICAL,6.5,50
1030,34.37,-8.46,42.33,-14.9,8,2.3,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,50
1031,34.4,-8.48,42.41,-14.79,8,4.9,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,50
1032,34.43,-8.5,42.49,-14.78,8,6.9,STEER LEFT (HAZARD AHEAD),CRITICAL,6.3,49
1033,34.47,-8.52,42.56,-14.8,8,8.5,STEER LEFT (HAZARD AHEAD),CRITICAL,6.3,48
1034,34.5,-8.54,42.64,-14.81,9,9.7,STEER LEFT (HAZARD AHEAD),CRITICAL,6.3,48
1035,34.53,-8.56,42.71,-14.8,8,10.6,STEER LEFT (HAZARD AHEAD),CRITICAL,6.2,48
1036,34.57,-8.57,42.75,-14.71,7,11.4,STEER LEFT (HAZARD AHEAD),CRITICAL,6.2,47
1037,34.6,-8.57,42.76,-14.6,5,11.9,STEER LEFT (HAZARD AHEAD),CRITICAL,6.2,46
1038,34.63,-8.6,42.86,-14.51,7,12.4,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,42
1039,34.67,-8.62,42.95,-14.39,8,12.8,STEER LEFT (HAZARD AHEAD),CRITICAL,6.0,38
1040,34.7,-8.64,43.03,-14.38,8,13.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.8,154
1041,34.73,-8.66,43.11,-14.25,8,13.2,STEER LEFT (HAZARD AHEAD),CRITICAL,5.8,142
1042,34.77,-8.69,43.18,-17.19,8,13.4,STEER LEFT (HAZARD AHEAD),CRITICAL,5.6,136
1043,34.8,-8.72,43.3,-17.58,10,13.5,STEER LEFT (HAZARD AHEAD),CRITICAL,5.6,122
1044,34.83,-8.73,43.34,-17.7,8,13.6,STEER LEFT (HAZARD AHEAD),CRITICAL,5.6,114
1045,34.87,-8.76,43.41,-17.61,8,13.7,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,111
1046,34.9,-8.78,43.47,-17.74,8,13.8,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,103
1047,34.93,-8.8,43.56,-17.56,8,13.8,STEER LEFT (HAZARD AHEAD),CRITICAL,5.6,100
1048,34.97,-8.83,43.64,-17.34,9,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,99
1049,35.0,-8.85,43.71,-17.21,9,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,96
1050,35.04,-8.88,43.8,-17.13,9,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,5.4,95
1051,35.07,-8.91,43.89,-17.03,9,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,5.4,91
1052,35.1,-8.93,43.96,-16.92,9,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,88
1053,35.14,-8.95,44.04,-16.92,9,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,87
1054,35.17,-8.98,44.12,-16.9,9,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,86
1055,35.2,-9.0,44.18,-16.83,8,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,84
1056,35.24,-9.02,44.26,-17.05,9,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,81
1057,35.27,-9.05,44.35,-17.08,9,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.6,78
1058,35.3,-9.06,44.4,-17.1,8,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.6,77
1059,35.34,-9.09,44.49,-16.99,9,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.6,74
1060,35.37,-9.11,44.55,-20.84,8,10.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,72
1061,35.4,-9.13,44.61,-25.43,8,11.6,STEER LEFT (HAZARD AHEAD),CRITICAL,6.2,70
1062,35.44,-9.16,44.66,-28.99,7,12.1,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,64
1063,35.47,-9.16,44.66,-28.9,5,12.5,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,62
1064,35.5,-9.19,44.71,-28.77,6,12.8,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,60
1065,35.54,-9.23,44.78,-28.63,6,13.1,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,57
1066,35.57,-9.26,44.83,-28.83,6,13.3,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,57
1067,35.6,-9.28,44.88,-28.7,6,13.5,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,56
1068,35.64,-9.32,44.94,-28.63,7,13.6,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,51
1069,35.67,-9.35,45.01,-28.62,7,13.7,STEER LEFT (HAZARD AHEAD),CRITICAL,6.0,50
1070,35.7,-9.38,45.06,-28.61,7,13.7,STEER LEFT (HAZARD AHEAD),CRITICAL,5.9,50
1071,35.74,-9.41,45.11,-28.48,7,13.8,STEER LEFT (HAZARD AHEAD),CRITICAL,5.9,49
1072,35.77,-9.42,45.13,-31.08,6,13.8,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,49
1073,35.8,-9.42,45.13,-30.94,3,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,6.1,48
1074,35.84,-9.44,45.17,-30.94,4,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,6.2,46
1075,35.87,-9.46,45.19,-30.83,4,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,5.8,46
1076,35.9,-9.46,45.2,-30.83,3,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,5.8,46
1077,35.94,-9.46,45.2,-30.84,2,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.8,46
1078,35.97,-9.46,45.2,-30.83,1,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,46
1079,36.0,-9.46,45.2,-30.67,1,14.0,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,45
1080,36.04,-9.46,45.2,-30.5,1,10.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,45
1081,36.07,-9.49,45.25,-30.36,2,8.5,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,45
1082,36.1,-9.53,45.31,-30.25,4,6.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,45
1083,36.14,-9.53,45.31,-30.19,2,5.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,45
1084,36.17,-9.54,45.34,-30.2,2,4.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,45
1085,36.2,-9.57,45.38,-30.17,3,3.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,44
1086,36.24,-9.58,45.4,-30.2,3,2.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,44
1087,36.27,-9.58,45.4,-30.19,2,1.8,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
1088,36.3,-9.6,45.45,-30.15,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
1089,36.34,-9.61,45.45,-30.14,2,4.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.3,42
1090,36.37,-9.61,45.45,-30.16,1,6.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.3,42
1091,36.4,-9.61,45.45,-30.11,1,8.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.3,41
1092,36.44,-9.61,45.45,-30.04,1,6.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,40
1093,36.47,-9.61,45.45,-34.62,0,4.8,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,40
1094,36.5,-9.61,45.45,-34.64,0,5.7,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,39
1095,36.54,-9.66,45.52,-34.58,3,6.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.4,142
1096,36.57,-9.71,45.6,-34.49,5,7.0,STEER LEFT (CLEAR CORRIDOR),CAUTION,6.7,132
1097,36.6,-9.74,45.64,-34.53,5,7.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,6.9,123
1098,36.64,-9.79,45.71,-34.4,6,7.8,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.1,122
1099,36.67,-9.85,45.8,-34.41,8,8.0,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.2,117
1100,36.7,-9.91,45.89,-34.41,9,8.2,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.3,111
1101,36.74,-9.95,45.94,-34.28,8,8.3,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.3,107
1102,36.77,-9.99,46.01,-34.29,9,8.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.3,104
1103,36.8,-10.01,46.04,-34.4,7,8.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.3,95
1104,36.84,-10.04,46.07,-34.38,6,6.7,SLOW DOWN,CAUTION,7.3,90
1105,36.87,-10.07,46.12,-34.48,6,5.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,81
1106,36.9,-10.1,46.17,-34.36,6,4.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,80
1107,36.94,-10.14,46.22,-34.36,7,3.3,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,79
1108,36.97,-10.19,46.29,-34.36,7,2.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,79
1109,37.0,-10.23,46.35,-34.33,7,2.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,79
1110,37.04,-10.27,46.42,-34.33,8,1.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,77
1111,37.07,-10.29,46.44,-34.29,6,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,72
1112,37.1,-10.33,46.5,-34.16,7,-2.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,72
1113,37.14,-10.34,46.52,-34.48,5,-4.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,72
1114,37.17,-10.35,46.53,-34.47,4,-6.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,67
1115,37.2,-10.35,46.53,-34.5,3,-5.3,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,66
1116,37.24,-10.41,46.62,-34.46,6,-4.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,65
1117,37.27,-10.48,46.72,-34.73,7,-3.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,65
1118,37.3,-10.48,46.72,-34.75,5,-2.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,64
1119,37.34,-10.51,46.77,-34.75,6,-1.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,64
1120,37.37,-10.52,46.78,-34.78,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,63
1121,37.4,-10.53,46.8,-34.84,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,63
1122,37.44,-10.56,46.83,-34.8,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,62
1123,37.47,-10.58,46.87,-34.77,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,61
1124,37.5,-10.63,46.94,-34.78,6,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,61
1125,37.54,-10.68,47.01,-34.78,6,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,60
1126,37.57,-10.68,47.01,-34.79,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,58
1127,37.6,-10.68,47.01,-34.79,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,58
1128,37.64,-10.68,47.01,-34.8,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,58
1129,37.67,-10.72,47.07,-34.8,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,58
1130,37.7,-10.75,47.11,-34.81,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,58
1131,37.74,-10.79,47.17,-34.81,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,58
1132,37.77,-10.82,47.21,-34.81,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,58
1133,37.8,-10.82,47.21,-34.63,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,57
1134,37.84,-10.86,47.27,-34.58,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,57
1135,37.87,-10.86,47.27,-34.53,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,56
1136,37.9,-10.88,47.3,-34.53,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,56
1137,37.94,-10.88,47.3,-34.56,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,55
1138,37.97,-10.91,47.34,-34.56,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
1139,38.0,-10.91,47.35,-34.55,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
1140,38.04,-10.91,47.35,-34.59,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
1141,38.07,-10.93,47.38,-34.64,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
1142,38.1,-10.93,47.38,-34.68,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
1143,38.14,-10.93,47.38,-37.6,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,53
1144,38.17,-10.93,47.38,-37.48,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,53
1145,38.2,-10.93,47.38,-37.44,0,-3.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,53
1146,38.24,-10.93,47.38,-37.32,0,-5.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,53
1147,38.27,-10.93,47.38,-39.89,0,-7.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,53
1148,38.3,-10.93,47.38,-39.91,0,-8.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,53
1149,38.34,-10.95,47.4,-42.39,1,-9.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,52
1150,38.37,-10.98,47.42,-44.81,2,-10.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,52
1151,38.41,-10.98,47.42,-44.81,1,-11.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,52
1152,38.44,-10.98,47.42,-44.8,1,-12.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,52
1153,38.47,-10.98,47.43,-44.82,1,-12.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,52
1154,38.51,-10.98,47.43,-44.82,0,-9.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1155,38.54,-10.98,47.43,-44.79,0,-7.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1156,38.57,-10.98,47.43,-44.81,0,-5.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1157,38.61,-10.99,47.43,-44.81,0,-7.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.6,52
1158,38.64,-10.99,47.44,-44.78,0,-2.9,STEER LEFT (HAZARD AHEAD),CRITICAL,4.6,52
1159,38.67,-10.99,47.44,-44.69,0,0.8,STEER LEFT (HAZARD AHEAD),CRITICAL,4.6,52
1160,38.71,-10.99,47.44,-44.72,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1161,38.74,-10.99,47.44,-44.59,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1162,38.77,-10.99,47.44,-44.61,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1163,38.81,-10.99,47.44,-44.6,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1164,38.84,-10.99,47.44,-44.58,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1165,38.87,-10.99,47.44,-46.19,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,52
1166,38.91,-10.99,47.44,-46.18,0,3.3,STEER LEFT (HAZARD AHEAD),CRITICAL,5.4,52
1167,38.94,-10.99,47.44,-46.16,0,-0.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.4,51
1168,38.97,-11.01,47.46,-47.17,1,-3.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.4,51
1169,39.01,-11.01,47.46,-47.2,0,-2.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1170,39.04,-11.01,47.46,-47.21,0,-2.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1171,39.07,-11.01,47.46,-47.2,0,-1.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1172,39.11,-11.02,47.46,-47.17,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1173,39.14,-11.02,47.46,-47.17,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1174,39.17,-11.02,47.46,-47.13,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1175,39.21,-11.02,47.46,-47.17,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1176,39.24,-11.02,47.46,-47.19,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1177,39.27,-11.02,47.46,-48.19,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1178,39.31,-11.02,47.46,-48.18,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1179,39.34,-11.02,47.46,-49.12,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,50
1180,39.37,-11.02,47.47,-49.12,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1181,39.41,-11.02,47.47,-49.89,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1182,39.44,-11.02,47.47,-50.13,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1183,39.47,-11.02,47.47,-50.16,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1184,39.51,-11.02,47.47,-54.75,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1185,39.54,-11.03,47.47,-54.73,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1186,39.57,-11.03,47.47,-54.73,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1187,39.61,-11.03,47.47,-54.7,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1188,39.64,-11.03,47.47,-54.7,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
1189,39.67,-11.03,47.47,-53.94,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1190,39.71,-11.03,47.47,-53.94,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1191,39.74,-11.03,47.47,-58.52,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1192,39.77,-11.06,47.49,-55.48,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1193,39.81,-11.06,47.49,-55.03,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1194,39.84,-11.07,47.5,-57.6,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1195,39.87,-11.07,47.5,-57.72,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1196,39.91,-11.07,47.5,-58.67,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1197,39.94,-11.09,47.51,-58.67,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
1198,39.97,-11.09,47.51,-63.25,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1199,40.01,-11.09,47.51,-63.25,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1200,40.04,-11.09,47.51,-63.34,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1201,40.07,-11.09,47.51,-67.92,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1202,40.11,-11.09,47.51,-67.83,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1203,40.14,-11.09,47.51,-63.24,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1204,40.17,-11.09,47.51,-65.04,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
